id,chinese,pinyin,english,priority,quality,word1,word1_english,word2,word2_english,word3,word3_english,word4,word4_english,sentence,sentence_pinyin,sentence_english
4908,宝蓝,bǎo lán,royal blue,7,4,宝贝,treasure,蓝色,blue,,,,,宝蓝色裙子很抢眼,bǎo lán sè qún zi hěn qiǎng yǎn,A royal blue dress stands out
4909,抱团,bào tuán,to stick together (group),7,4,拥抱,hug,团,group,,,,,大家喜欢抱团取暖。,dà jiā xǐ huān bào tuán qǔ nuǎn.,People like to stick together.
4910,褒义,bāo yì,positive connotation,7,4,褒,praise,意义,meaning,,,,,这个词是褒义的。,zhè gè cí shì bāo yì de,This word has a positive meaning.
4911,爆炸声,bào zhà shēng,sound of an explosion,7,4,爆炸,explode,声音,sound,,,,,大家都听到了爆炸声。,dà jiā dōu tīng dào le bào zhà shēng.,Everyone heard the sound of an explosion.
4912,抱子甘蓝,bào zǐ gān lán,brussel sprouts,7,2,抱,to hold,子,child,甘蓝,cabbage,,,我喜欢吃抱子甘蓝,wǒ xǐ huān chī bào zǐ gān lán,i like eating brussels sprouts
4913,保定,Bǎodìng,Baoding,7,4,保护,protect,一定,surely,,,,,保定有丰富的历史遗迹,Bǎodìng yǒu fēng fù de lì shǐ yí jì,Baoding has rich historical sites
4914,包头,Bāotóu,Baotou,7,4,包,wrap,头,head,,,,,包头是中国重要的钢铁城市,Bāotóu shì zhōng guó zhòng yào de gāng tiě chéng shì,Baotou is an important steel city in China
4915,贝多芬,bèi duō fēn,Beethoven,7,,-,,,,,,,,贝多芬是伟大的作曲家。,bèi duō fēn shì wěi dà de zuò qǔ jiā.,beethoven was a great composer.
4916,备份,bèi fèn,backup (data),7,4,准备,to prepare,份,portion,,,,,请每天做数据备份,qǐng měi tiān zuò shù jù bèi fèn,Please do data backups daily
4917,北海公园,běi hǎi gōng yuán,"Beihai Park (Beijing), imperial garden with lake and pavilions",7,4,北,north,海洋,sea,公园,park,,,北海公园适合散步。,běi hǎi gōng yuán shì hé sàn bù,Beihai Park is good for walking.
4918,北京市,běi jīng shì,Beijing Municipality,7,3,北,north,京,capital city,市,city,,,北京是中国的首都。,běi jīng shì zhōng guó de shǒu dū,Beijing is the capital of China.
4919,背景音乐,bèi jǐng yīn yuè,background music,7,,,,,,,,,,背景音乐很轻柔,bèi jǐng yīn yuè hěn qīng róu,the background music is very soft
4920,贝壳白,bèi ké bái,shell white,7,4,贝壳,shell,白色,white,,,,,贝壳白非常柔和,bèi ké bái fēi cháng róu hé,Shell white is very soft
4921,北上广深,běi shàng guǎng shēn,"Beijing, Shanghai, Guangzhou and Shenzhen;Tier-1 cities",7,4,北京,Beijing,上海,Shanghai,广州,Guangzhou,深圳,Shenzhen,很多年轻人想去北上广深发展。,hěn duō nián qīng rén xiǎng qù běi shàng guǎng shēn fā zhǎn.,Many young people want to develop their careers in China’s top-tier cities.
4922,本国人,běn guó rén,their own people,7,4,本地,local,国家,country,人,person,,,本国人可以享受优惠。,běn guó rén kě yǐ xiǎng shòu yōu huì.,Citizens receive discounts.
4923,蹦极,bèng jí,bungee jumping,7,3,蹦跳,to hop,极,extreme,,,,,我第一次蹦极时很紧张,wǒ dì yī cì bèng jí shí hěn jǐn zhāng,I was nervous the first time I went bungee jumping
4924,崩塌,bēng tā,collapse,7,,-,,,,,,,,他的心理防线彻底崩塌了。,tā de xīn lǐ fáng xiàn chè dǐ bēng tā le,His psychological defense completely collapsed.
4925,必不可少,bì bù kě shǎo,essential;indispensable,7,4,必须,must,不可,cannot,少,few,,,水是生活中必不可少的。,shuǐ shì shēng huó zhōng bì bù kě shǎo de.,water is indispensable in life.
4926,壁咚,bì dōng,wall slam;pin to wall,7,,,,,,,,,,他突然把她壁咚吓了她一跳,tā tūrán bǎ tā bìdōng xià le tā yī tiào,he suddenly did a wall slam and startled her
4927,壁虎,bì hǔ,gecko,7,2,隔壁,next door,老虎,tiger,,,,,壁虎常出现在墙上。,bì hǔ cháng chū xiàn zài qiáng shàng.,geckos often appear on walls.
4928,必要性,bì yào xìng,necessity,7,,,,,,,,,,教育的必要性很明显,jiào yù de bì yào xìng hěn míng xiǎn,the necessity of education is obvious
4929,便当,biàn dāng,bento box,7,4,方便,convenient,当然,of course,,,,,中午我带了便当,zhōng wǔ wǒ dài le biàn dāng,I brought a lunch box for noon
4930,边界感,biān jiè gǎn,sense of boundaries,7,5,边界,boundary,感觉,sense,,,,,亲密也要有边界感,biān jiè gǎn qīn mì yě yào yǒu biān jiè gǎn,even in closeness you need a sense of boundaries
4931,边境,biān jìng,border;frontier,7,2,边,edge,环境,environment,,,,,他们住在边境附近,tā men zhù zài biān jìng fù jìn,they live near the border
4932,变色龙,biàn sè lóng,chameleon,7,2,改变,to change,颜色,color,龙,dragon,,,变色龙会改变颜色。,biàn sè lóng huì gǎi biàn yán sè.,chameleons can change color.
4933,标语,biāo yǔ,slogan,7,2,标志,sign,语言,language,,,,,墙上写着标语。,qiáng shàng xiě zhe biāo yǔ,There is a slogan on the wall.
4934,标准普尔500指数,biāo zhǔn pǔ ěr wǔ bǎi zhǐ shù,S&P 500 index,7,4,标准,standard,普尔,"""poor""",指数,index,数字,number,标准普尔500指数创下新高。,biāo zhǔn pǔ ěr wǔ bǎi zhǐ shù chuàng xià xīn gāo。,The S&P 500 index hit a new high.
4935,宾客,bīn kè,guest,7,,,,,,,,,,宾客们已经陆续到来,bīn kè men yǐ jīng lù xù dào lái,the guests have already arrived one after another
4936,病变,bìng biàn,lesion,7,3,病,illness,变化,change,,,,,医生发现他肺部有病变,yī shēng fā xiàn tā fèi bù yǒu bìng biàn,the doctor found a lesion in his lung
4937,病理,bìng lǐ,pathology,7,1,病,disease,理由,reason,,,,,病理科负责分析组织样本,bìng lǐ kē fù zé fēn xī zǔ zhī yàng běn,The pathology department analyzes tissue samples
4938,饼图,bǐng tú,pie chart,7,4,饼,pie,图表,chart,,,,,他们用饼图来表示比例,tā men yòng bǐng tú lái biǎo shì bǐ lì,They used a pie chart to show proportions
4939,薄荷绿,bò hé lǜ,mint green,7,4,薄荷,mint,绿色,green,,,,,薄荷绿看起来很清爽,bò hé lǜ kàn qǐ lái hěn qīng shuǎng,Mint green looks refreshing
4940,伯克利,bó kè lì,Berkeley,7,,,,,,,,,,伯克利以大学闻名,bókèlì yǐ dàxué wénmíng,Berkeley is known for its university
4941,柏林,bó lín,Berlin,7,,,,,,,,,,柏林曾经被分为东柏林和西柏林,bó lín céng jīng bèi fēn wéi dōng bó lín hé xī bó lín,Berlin used to be divided into East and West Berlin
4942,波特兰,bō tè lán,Portland,7,,,,,,,,,,波特兰是俄勒冈州的城市,bōtèlán shì éluègāng zhōu de chéngshì,Portland is a city in Oregon
4943,不动产,bù dòng chǎn,immovable assets;real estate,7,5,不,not,动,to move,财产,property,,,他投资了很多不动产,tā tóu zī le hěn duō bù dòng chǎn,He invested in a lot of real estate
4944,步伐,bù fá,pace,7,,,,,,,,,,士兵们步伐一致,shìbīngmen bùfá yīzhì,The soldiers marched in step
4945,步枪,bù qiāng,rifle,7,2,步,step,枪,gun,,,,,士兵手里拿着步枪。,shì bīng shǒu lǐ ná zhe bù qiāng.,the soldier is holding a rifle.
4946,不妥,bù tuǒ,inappropriate,7,4,不,not,妥当,appropriate;proper,,,,,这样做恐怕不妥。,zhè yàng zuò kǒng pà bù tuǒ。,I'm afraid this isn't appropriate.
4947,布依古寨,bù yī gǔ zhài,"Buyi Ancient Village (Guizhou), traditional Buyi ethnic village",7,3,布,cloth,依靠,rely on,古,ancient,寨,stockaded village,布依古寨充满民族特色。,bù yī gǔ zhài chōng mǎn mín zú tè sè,Buyi ancient villages are full of ethnic characteristics.
4948,菜刀,cài dāo,kitchen knife,7,3,菜,vegetable,刀,knife,,,,,厨房里有一把菜刀,chúfáng lǐ yǒu yī bǎ càidāo,there is a kitchen knife in the kitchen
4949,采样,cǎi yàng,sampling,7,3,采,to pick,样,kind,,,,,采样方法不同会影响分析结果,cǎi yàng fāng fǎ bù tóng huì yǐng xiǎng fēn xī jié guǒ,different sampling methods affect analysis results
4950,沧州,Cāngzhōu,Cangzhou,7,4,沧,blue-green (water),州,state,,,,,沧州是河北省的武术之乡。,cāng zhōu shì hé běi shěng de wǔ shù zhī xiāng,Cangzhou is known as the hometown of martial arts in Hebei Province.
4951,测试集,cè shì jí,test set,7,,,,,,,,,,测试集可以用来检验模型准确率,cè shì jí kě yǐ yòng lái jiǎn yàn mó xíng zhǔn què lǜ,the test set can be used to check model accuracy
4952,茶百道,chá bǎi dào,ChaBaiDao,7,4,茶,tea,百,hundred,道,path,,,茶百道的果茶很好喝,chá bǎi dào de guǒ chá hěn hǎo hē,ChaBaiDao fruit tea tastes great
4953,差异化,chā yì huà,differentiation,7,4,差异,difference,变化,change,,,,,产品需要差异化竞争。,chǎn pǐn xū yào chā yì huà jìng zhēng。,Products need differentiated competition.
4954,蝉,chán,cicada,7,,-,,,,,,,,夏天经常能听到蝉叫。,xià tiān jīng cháng néng tīng dào chán jiào.,you often hear cicadas in summer.
4955,产品经理,chǎn pǐn jīng lǐ,product manager,7,4,产品,product,经理,manager,,,,,她是一名产品经理。,tā shì yì míng chǎn pǐn jīng lǐ.,She is a product manager.
4956,馋身子,chán shēn zi,crave someone,7,,,,,,,,,,她馋他的身子很久了。,Tā chán tā de shēnzi hěn jiǔ le.,She’s been horny for his body for a long time.
4957,铲屎官,chǎn shǐ guān,cat owner;pooper scooper,7,2,铲,to shovel,屎,shit,官,official;public servant,,,我作为铲屎官每天都很忙。,wǒ zuò wéi chǎn shǐ guān měi tiān dōu hěn máng.,"As a cat owner, I’m busy every day."
4958,长白山,cháng bái shān,Changbai Mountain,7,5,长,long,白,white,山,mountain,,,长白山的风景非常壮丽,cháng bái shān de fēng jǐng fēi cháng zhuàng lì,the scenery of Changbai Mountain is magnificent
4959,肠道,cháng dào,gut,7,2,肠,intestines,道,path,,,,,肠道门诊主要治疗消化问题,cháng dào mén zhěn zhǔ yào zhì liáo xiāo huà wèn tí,The intestinal clinic mainly treats digestive issues
4960,长笛,cháng dí,flute,7,3,长,long,笛子,bamboo flute,,,,,她练习长笛已经两年了。,tā liàn xí cháng dí yǐ jīng liǎng nián le.,She has been practicing the flute for two years.
4961,长号,cháng hào,trombone,7,4,长,long,信号,signal,,,,,他会吹长号。,tā huì chuī cháng hào.,He can play the trombone.
4962,长袍,cháng páo,long robe;gown,7,5,长,long,袍子,robe;gown,,,,,他穿着一件黑色长袍上台。,tā chuān zhe yí jiàn hēi sè cháng páo shàng tái.,he went on stage wearing a black long robe.
4963,长舌妇,cháng shé fù,busybody;gossip,7,2,长,long,舌,tongue,妇,woman,,,村里人说她是个长舌妇,cūn lǐ rén shuō tā shì gè cháng shé fù,the villagers say she is a gossip woman
4964,畅销,chàng xiāo,bestseller,7,,,,,,,,,,这本书很畅销,zhè běn shū hěn chàngxiāo,This book sells very well
4965,长春,Chángchūn,Changchun,7,3,长,long,春天,spring,,,,,长春是中国汽车工业基地,Chángchūn shì zhōng guó qì chē gōng yè jī dì,Changchun is China’s automobile industry base
4966,超能力,chāo néng lì,superpower,7,3,超级,super,能力,ability,,,,,他幻想自己拥有超能力。,tā huàn xiǎng zì jǐ yōng yǒu chāo néng lì.,he imagines having superpowers.
4967,朝鲜语,cháo xiǎn yǔ,Korean language,7,4,朝鲜,Korea,语言,language,,,,,她学习朝鲜语。,tā xué xí cháo xiǎn yǔ,She studies Korean.
4968,潮州,Cháozhōu,Chaozhou,7,4,潮,tide,州,state,,,,,潮州的工艺品非常精美,Cháozhōu de gōng yì pǐn fēi cháng jīng měi,Chaozhou’s handicrafts are very exquisite
4969,秤,chèng,balance scale,7,,,,,,,,,,她在秤上称了体重,tā zài chèng shàng chēng le tǐ zhòng,she weighed herself on the scale
4970,承德避暑山庄,chéng dé bì shǔ shān zhuāng,"Chengde Mountain Resort (Hebei), imperial summer retreat",7,4,承德,Chengde,避,avoid,暑,summer heat,山庄,mountain resort,承德避暑山庄是皇家园林。,chéng dé bì shǔ shān zhuāng shì huáng jiā yuán lín,The Chengde Mountain Resort is an imperial garden.
4971,充分,chōng fèn,fully;thorough,7,4,充满,full,分,part;points,,,,,我们做了充分准备。,wǒ men zuò le chōng fèn zhǔn bèi,We made full preparations.
4972,重庆市,chóng qìng shì,Chongqing Municipality,7,3,重,to repeat,庆祝,to celebrate,市,city,,,重庆以火锅闻名。,chóng qìng yǐ huǒ guō wén míng,Chongqing is famous for its hotpot.
4973,丑八怪,chǒu bā guài,ugly person,7,4,丑陋,ugly,八,all-around,怪物,monster,,,他开玩笑说自己是个丑八怪,tā kāi wán xiào shuō zì jǐ shì gè chǒu bā guài,he joked that he’s an ugly person
4974,丑毛衣,chǒu máo yī,ugly Christmas sweater,7,4,丑,ugly,毛衣,sweater,,,,,聚会主题是丑毛衣,jùhuì zhǔtí shì chǒu máoyī,The party theme is ugly sweaters
4975,丑小鸭,chǒu xiǎo yā,The Ugly Duckling,7,4,丑,ugly,小,little,鸭子,duck,,,丑小鸭最终变成了天鹅。,chǒu xiǎo yā zuì zhōng biàn chéng le tiān é.,the ugly duckling finally became a swan.
4976,厨房粉碎机,chú fáng fěn suì jī,garbage disposal,7,2,厨房,kitchen,粉碎,to crush;smash,机,machine,,,厨房粉碎机很好用。,chú fáng fěn suì jī hěn hǎo yòng.,The kitchen garbage disposal is very useful.
4977,出卖,chū mài,to betray,7,3,出去,go out,卖,to sell,,,,,他为了利益出卖了朋友。,tā wèi le lì yì chū mài le péng you,He betrayed his friend for利益.
4978,初衷,chū zhōng,original intention,7,4,当初,at that time,衷心,heartfelt,,,,,不要忘记自己的初衷。,bú yào wàng jì zì jǐ de chū zhōng,Don’t forget your original intention.
4979,传教士,chuán jiào shì,missionary,7,1,传播,spread,宗教,religion,士兵,soldier,,,他年轻时去海外当传教士。,tā nián qīng shí qù hǎi wài dāng chuán jiào shì.,When young he worked abroad as a missionary.
4980,锤子兄弟,chuí zi xiōng dì,Hammer Bro,7,4,锤子,hammer,兄弟,brother,,,,,锤子兄弟成为了玩家角色,chuí zi xiōng dì chéng wéi le wán jiā jué sè,Hammer Bro became a player character
4981,刺,cì,thorn;to stab,7,,,,,,,,,,这朵玫瑰花的刺很尖。,zhè duǒ méi guī huā de cì hěn jiān.,The thorns on this rose are very sharp.
4982,刺耳,cì ěr,harsh to the ear,7,4,刺,thorn,耳朵,ear,,,,,这个声音很刺耳。,zhè gè shēng yīn hěn cì ěr,This sound is harsh.
4983,磁器口,cí qì kǒu,"Ciqikou Ancient Town (Chongqing), historic river town",7,3,磁铁,magnet,器,device,口,opening,,,磁器口古镇游客很多。,cí qì kǒu gǔ zhèn yóu kè hěn duō,Ciqikou Ancient Town has many tourists.
4984,从众心理,cóng zhòng xīn lǐ,herd mentality,7,3,从,from,众,crowd,心理,mentality,,,他买那个产品只是因为从众心理,tā mǎi nà gè chǎn pǐn zhǐ shì yīn wèi cóng zhòng xīn lǐ,he bought that product only because of herd mentality
4985,醋笋壳鱼,Cù sǔn ké yú,Fish with vinegar and bamboo shoots,7,,,,,,,,,,他们点了醋笋壳鱼,tāmen diǎn le cù sǔn ké yú,they ordered fish with vinegar bamboo shoots
4986,催婚,cuī hūn,to pressure someone to marry,7,4,催,urge,结婚,marry,,,,,父母一直催婚。,fù mǔ yì zhí cuī hūn.,My parents keep pressuring me to get married.
4987,催眠曲,cuī mián qǔ,lullaby,7,2,催眠,hypnosis,歌曲,song,,,,,这首歌像一首温柔的催眠曲,Zhè shǒu gē xiàng yī shǒu wēnróu de cuīmiánqǔ,This song is like a gentle lullaby
4988,矬子,cuó zi,short person;dwarf,7,,,,,,,,,,他个子不高，却从不拿矬子自嘲。,"tā gè zi bù gāo, què cóng bù ná cuó zi zì cháo",He is short but never mocks himself as a short person.
4989,大地,dà dì,earth,7,2,大,big,地,land,,,,,春天的大地一片绿色,chūn tiān de dà dì yī piàn lǜ sè,In spring the earth is covered in green
4990,打发时间,dǎ fā shí jiān,kill time,7,4,打,to hit,发,to send out,时间,time,,,我看电影来打发时间,wǒ kàn diàn yǐng lái dǎ fā shí jiān,I watch movies to kill time
4991,达芬奇,dá fēn qí,da Vinci,7,,-,,,,,,,,达芬奇不仅是画家还是科学家。,dá fēn qí bù jǐn shì huà jiā hái shì kē xué jiā.,da Vinci was both an artist and a scientist.
4992,大客户,dà kè hù,big customer,7,,,,,,,,,,我们需要维护好大客户。,wǒ men xū yào wéi hù hǎo dà kè hù.,We need to maintain key accounts.
4993,达美乐,dá měi lè,Domino's Pizza,7,4,到达,arrive,美,beauty,快乐,happy,,,达美乐的外卖速度很快,dá měi lè de wài mài sù dù hěn kuài,Domino's delivery is very fast
4994,大屁屁,dà pì pì,big booty,7,,,,,,,,,,宝宝有一个圆滚滚的大屁屁,bǎobǎo yǒu yīgè yuán gǔngǔn de dà pìpì,the baby has a chubby big butt
4995,大润发,dà rùn fā,rt-mart,7,3,大,big,利润,profit,发现,to discover,,,大润发是大型超市。,dà rùn fā shì dà xíng chāo shì.,rt-mart is a large supermarket.
4996,搭讪,dā shàn,chat up;strike up a conversation,7,,,,,,,,,,他在咖啡馆和一个女孩搭讪,Tā zài kāfēiguǎn hé yīgè nǚhái dāshàn,He struck up a conversation with a girl at the café
4997,大提琴,dà tí qín,cello,7,2,大,big,提,hold in hand,琴,musical instrument,,,大提琴音色低沉。,dà tí qín yīn sè dī chén.,the cello has a deep tone.
4998,打听,dǎ tīng,inquire about,7,2,打,to hit,听,to hear,,,,,她在打听你的近况,tā zài dǎ tīng nǐ de jìn kuàng,She is inquiring about your recent situation
4999,大猩猩,dà xīng xīng,gorilla,7,3,大,big,猩猩,orangutan,,,,,动物园里有大猩猩,dòng wù yuán lǐ yǒu dà xīng xīng,there are gorillas in the zoo
5000,大雁,dà yàn,wild goose,7,,,,,,,,,,天空中飞过一群大雁,tiān kōng zhōng fēi guò yī qún dà yàn,a flock of wild geese flew across the sky
5001,打折季,dǎ zhé jì,sale season,7,4,打折,discount,季节,season,,,,,打折季到了。,dǎ zhé jì dào le.,The sale season has arrived.
5002,代言,dài yán,to endorse,7,2,代表,represent,语言,speech,,,,,这位明星代言了这个品牌。,zhè wèi míng xīng dài yán le zhè ge pǐn pái.,This celebrity endorsed the brand.
5003,大连,Dàlián,Dalian,7,3,大,big,连接,to link,,,,,大连是一座美丽的海滨城市。,dà lián shì yī zuò měi lì de hǎi bīn chéng shì,Dalian is a beautiful coastal city.
5004,蛋蛋的忧伤,dàn dàn de yōu shāng,the sorrow of eggs;male frustration,7,,,,,,,,,,电影讲述了蛋蛋的忧伤。,diàn yǐng jiǎng shù le dàn dàn de yōu shāng.,The movie tells the story of the sadness of the eggs.
5005,单簧管,dān huáng guǎn,clarinet,7,3,单,single,簧,metallic reed,管,pipe,,,单簧管是管乐器的一种。,dān huáng guǎn shì guǎn yuè qì de yī zhǒng.,The clarinet is a type of woodwind instrument.
5006,单身主义,dān shēn zhǔ yì,belief in staying single,7,,,,,,,,,,他坚持单身主义,Tā jiānchí dānshēn zhǔyì,He sticks to single-ism
5007,丹霞山,dān xiá shān,"Danxia Mountain (Guangdong), UNESCO site with red sandstone formations",7,4,丹砂,cinnabar;type of red rock,霞,rosy clouds;afterglow,山,mountain,,,丹霞山以红色岩石著名。,dān xiá shān yǐ hóng sè yán shí zhù míng,Danxia Mountain is famous for red rocks.
5008,胆小,dǎn xiǎo,timid,7,2,胆,guts,小,small,,,,,他从小就很胆小。,tā cóng xiǎo jiù hěn dǎn xiǎo,He has been timid since childhood.
5009,当铺,dàng pù,pawn shop,7,3,当地,local,铺,shop,,,,,他把手表拿到当铺去典当了,tā bǎ shǒu biǎo ná dào dàng pù qù diǎn dàng le,he took his watch to the pawn shop
5010,倒计时,dào jì shí,countdown,7,2,倒,inverted,计,count,时,time,,,比赛将在三秒后开始,bǐ sài jiāng zài sān miǎo hòu kāi shǐ,the race will start in three seconds
5011,道教,dào jiào,taoism,7,4,道,road,宗教,religion,,,,,道教重视长生不老。,dào jiào zhòng shì cháng shēng bù lǎo.,taoism values immortality.
5012,倒霉,dǎo méi,unlucky,7,3,倒,arrive,霉菌,mold,,,,,我今天真倒霉什么事都不顺,wǒ jīn tiān zhēn dǎo méi shén me shì dōu bú shùn,I am really unlucky today nothing goes right
5013,大同,Dàtóng,Datong,7,5,大,big,同,same;similar,,,,,大同的云冈石窟很有名,Dàtóng de Yún Gāng Shí Kù hěn yǒu míng,Datong’s Yungang Grottoes are very famous
5014,德里,dé lǐ,Delhi,7,,,,,,,,,,德里有很多古老的建筑,dé lǐ yǒu hěn duō gǔ lǎo de jiàn zhù,Delhi has many ancient buildings
5015,灯泡,dēng pào,light bulb;third wheel,7,2,灯,lamp,泡,bubble,,,,,他们约会还带了个灯泡,tēng pào tā men yuē huì hái dài le gè dēng pào,they even brought a third wheel on their date
5016,蒂华纳,dì huá nà,Tijuana,7,,,,,,,,,,蒂华纳在美墨边境,dìhuánà zài měi mò biānjìng,Tijuana is on the US Mexico border
5017,DQ,dí kù,Dairy Queen,7,,,,,,,,,,DQ的冰淇淋在夏天特别畅销,dí kù de bīng qí lín zài xià tiān tè bié chàng xiāo,Dairy Queen ice cream sells especially well in summer
5018,地狱,dì​ yù,hell,7,2,地球,earth,监狱,prison,,,,,他觉得生活像地狱一样,tā jué dé shēng huó xiàng dì yù yī yàng,he feels life is like hell
5019,地域,dì yù,region;area,7,4,地,land,领域,field,,,,,中国地域辽阔,zhōng guó dì yù liáo kuò,China has a vast territory
5020,笛子,dí zi,bamboo flute,7,,-,,,,,,,,笛子音色清亮。,dí zi yīn sè qīng liàng.,the flute has a clear tone.
5021,电动汽车牌子,diàn dòng qì chē pái zǐ,electric car brand,7,,,,,,,,,,特斯拉是很有名的电动汽车牌子,tè sī lā shì hěn yǒu míng de diàn dòng qì chē pái zi,Tesla is a famous electric car brand
5022,电工,diàn gōng,electrician,7,3,电,electricity,工作,work,,,,,电工正在修理线路。,diàn gōng zhèng zài xiū lǐ xiàn lù.,The electrician is repairing the wiring.
5023,电路,diàn lù,circuit,7,2,电,electric,路,road,,,,,这个电路有点问题,zhège diànlù yǒudiǎn wèntí,there is a problem with this circuit
5024,电驴,diàn lǘ,electric donkey;e-scooter,7,4,电,electric,驴,donkey,,,,,他骑电驴上班。,tā qí diàn lǘ shàng bān,He rides an e-scooter to work.
5025,电眼,diàn yǎn,electric eyes;seductive gaze,7,,,,,,,,,,她有一双迷人的电眼,tā yǒu yī shuāng mírén de diànyǎn,she has a pair of charming electric eyes
5026,掉线,diào xiàn,disconnected;mentally checked out,7,4,掉,drop,线,line,,,,,我刚才打游戏的时候掉线了,wo gangcai da youxi de shihou diaoxian le,I just got disconnected while playing a game
5027,钓鱼网站,diào yú wǎng zhàn,phishing website,7,,,,,,,,,,他差点在钓鱼网站输入了密码,tā chà diǎn zài diào yú wǎng zhàn shū rù le mì mǎ,he almost entered his password on a phishing website
5028,订书机,dìng shū jī,stapler,7,3,预订,place an order,书,book,机,machine,,,订书机把文件订好。,dìng shū jī bǎ wén jiàn dìng hǎo.,the stapler fastens the documents.
5029,钉鞋,dīng xié,spiked shoes;cleats,7,2,钉,nail,鞋子,shoes,,,,,运动员穿着钉鞋参加比赛。,yùn dòng yuán chuān zhe dīng xié cān jiā bǐ sài.,The athlete wore spiked shoes to compete.
5030,冬青,dōng qīng,holly,7,2,冬天,winter,青,blue-green,,,,,冬青在冬天依然保持绿色。,dōng qīng zài dōng tiān yī rán bǎo chí lǜ sè.,Holly stays green even in winter.
5031,东亚,dōng yà,East Asia,7,,,,,,,,,,中国是东亚国家之一。,zhōng guó shì dōng yà guó jiā zhī yī.,China is one of the East Asian countries.
5032,都江堰,dū jiāng yàn,"Dujiangyan Irrigation System (Sichuan), ancient water management project",7,4,都市,city,江,large river,堰,weir;dam,,,都江堰至今仍在使用。,dū jiāng yàn zhì jīn réng zài shǐ yòng,Dujiangyan is still in use today.
5033,独角兽,dú jiǎo shòu,unicorn,7,1,独自,alone,角,horn,兽,beast,,,独角兽常出现在童话中。,dú jiǎo shòu cháng chū xiàn zài tóng huà zhōng.,unicorns often appear in fairy tales.
5034,独木舟,dú mù zhōu,canoe,7,2,单独,alone,木头,wood,舟,boat,,,他们划独木舟过河。,tā men huá dú mù zhōu guò hé.,they paddled a canoe across the river.
5035,肚脐,dù qí,belly button,7,2,肚,belly,脐带,umbilical cord,,,,,宝宝的肚脐很可爱,bǎo bǎo de dù qí hěn kě ài,the baby's belly button is cute
5036,读心术,dú xīn shù,mind reading,7,2,读,read,心,heart,技术,technology,,,读心术只存在于幻想中。,dú xīn shù zhǐ cún zài yú huàn xiǎng zhōng.,mind reading exists only in fantasy.
5037,断亲,duàn qīn,cut off family ties,7,4,断,to break;cut off,亲人,relative,,,,,他决定和家里断亲。,tā jué dìng hé jiā lǐ duàn qīn,He decided to cut off ties with his family.
5038,对号,duì hào,checkmark,7,2,对,right,号,mark,,,,,考试结束后，老师要求大家自己对号。,"kǎo shì jié shù hòu, lǎo shī yào qiú dà jiā zì jǐ duì hào","After the exam, the teacher asked everyone to check the answers themselves."
5039,盾,dùn,shield,7,,,,,,,,,,战士举起盾保护自己。,zhàn shì jǔ qǐ dùn bǎo hù zì jǐ.,The warrior raised his shield to protect himself.
5040,墩,dūn,trick (card game);pier,7,,,,,,,,,,桥上有三个墩,qiáo shàng yǒu sān gè dūn,the bridge has three piers
5041,钝感,dùn gǎn,insensitive;emotionally thick-skinned,7,4,迟钝,dull;slow in one's reactions,情感,emotion,,,,,有时候钝感也是一种能力。,yǒu shí hou dùn gǎn yě shì yì zhǒng néng lì,Sometimes being less sensitive is also an ability.
5042,顿号,dùn hào,enumeration comma (、),7,,,,,,,,,,中文列举词语时要用顿号分隔,zhōng wén liè jǔ cí yǔ shí yào yòng dùn hào fēn gé,"In Chinese, an enumeration comma is used to separate listed items"
5043,多芬,duō fēn,Dove (soap),7,3,多,more,芬芳,fragrance,,,,,多芬的护肤产品很受欢迎。,duō fēn de hù fū chǎn pǐn hěn shòu huān yíng.,dove skincare products are very popular.
5044,多任务,duō rèn wù,multitasking,7,3,多,many,任务,task,,,,,他很擅长多任务处理。,tā hěn shàn cháng duō rèn wù chǔ lǐ,He is good at multitasking.
5045,多音字,duō yīn zì,polyphonetic characters;character with multiple pronunciations and separate meanings,7,3,多,many,音,sound,字,character,,,汉语里有很多多音字比如行,hànyǔ lǐ yǒu hěn duō duōyīnzì bǐrú xíng,Chinese has many polyphonic characters such as xíng
5046,恶毒,è dú,vicious;malicious,7,3,恶,evil,毒,poison,,,,,他说的话很恶毒,tā shuō de huà hěn è dú,What he said was very vicious
5047,鹅黄,é huáng,light yellow,7,3,鹅,goose,黄色,yellow,,,,,鹅黄色给人温暖感,é huáng sè gěi rén wēn nuǎn gǎn,Light yellow feels warm
5048,俄罗斯方块,è luó sī fāng kuài,tetris,7,1,俄罗斯,russia,方块,block,,,,,我小时候很喜欢玩俄罗斯方块,wǒ xiǎo shí hòu hěn xǐ huān wán é luó sī fāng kuài,i liked playing tetris when i was a kid
5049,鄂尔多斯,È’ěrduōsī,Ordos,7,6,鄂,(uncommon),尔多斯,phonetic,,,,,鄂尔多斯以草原风光闻名,È’ěrduōsī yǐ cǎo yuán fēng guāng wén míng,Ordos is famous for its grassland scenery
5050,发胶,fà jiāo,hair gel,7,3,头发,hair,胶水,glue,,,,,他用发胶定型。,tā yòng fà jiāo dìng xíng.,he uses hair gel to style his hair.
5051,发情,fā qíng,in heat,7,3,发,to send out,情,feeling,,,,,他开玩笑说自己像猫一样发情了。,Tā kāiwánxiào shuō zìjǐ xiàng māo yíyàng fāqíng le.,He joked that he’s in heat like a cat.
